ID,FUNCIONARIO,CODIGO BENEFICIO,FUNCAO_ID,INSS,TOTAL_HORAS_ATRASO,MES,YEAR
2628,28,7,10,7,28.0,5,2014
2629,29,7,14,8,7.0,5,2014
2630,30,9,3,6,9.0,5,2014
2631,31,8,9,5,19.0,5,2014
2632,32,4,4,10,9.0,5,2014
2633,33,5,13,10,10.0,5,2014
2634,34,2,11,3,30.0,5,2014
2635,35,2,13,3,4.0,5,2014
2636,36,4,15,5,9.0,5,2014
2637,37,3,4,7,14.0,5,2014
2638,38,9,16,8,3.0,5,2014
2639,39,5,8,3,23.0,5,2014
2640,40,7,12,4,8.0,5,2014
2641,41,3,8,8,14.0,5,2014
2642,42,6,1,9,16.0,5,2014
2643,43,1,8,7,19.0,5,2014
2644,44,1,5,8,7.0,5,2014
2645,45,3,13,6,31.0,5,2014
2646,46,9,7,4,4.0,5,2014
2647,47,3,2,5,24.0,5,2014
2648,48,9,13,3,10.0,5,2014
2649,49,9,5,6,27.0,5,2014
2650,50,4,11,9,17.0,5,2014
2651,1,2,11,9,23.0,6,2014
2652,2,8,7,7,4.0,6,2014
2653,3,9,11,8,23.0,6,2014
2654,4,8,10,6,26.0,6,2014
2655,5,9,10,5,11.0,6,2014
2656,6,4,13,5,30.0,6,2014
2657,7,6,9,3,16.0,6,2014
2658,8,5,10,5,20.0,6,2014
2659,9,4,7,4,10.0,6,2014
2660,10,1,3,9,25.0,6,2014
2661,11,5,3,4,12.0,6,2014
2662,12,6,12,5,4.0,6,2014
2663,13,2,9,7,13.0,6,2014
2664,14,6,16,9,29.0,6,2014
2665,15,7,11,8,5.0,6,2014
2666,16,9,15,3,20.0,6,2014
2667,17,2,8,4,31.0,6,2014
2668,18,8,2,3,22.0,6,2014
2669,19,4,10,3,19.0,6,2014
2670,20,9,2,10,2.0,6,2014
2671,21,4,13,10,23.0,6,2014
2672,22,9,9,5,12.0,6,2014
2673,23,3,7,3,30.0,6,2014
2674,24,2,12,6,3.0,6,2014
2675,25,1,8,10,12.0,6,2014
2676,26,6,3,7,20.0,6,2014
2677,27,6,1,10,11.0,6,2014
2678,28,7,10,5,31.0,6,2014
2679,29,7,14,4,19.0,6,2014
2680,30,9,3,5,23.0,6,2014
2681,31,8,9,7,8.0,6,2014
2682,32,4,4,8,5.0,6,2014
2683,33,5,13,10,7.0,6,2014
2684,34,2,11,3,29.0,6,2014
2685,35,2,13,6,6.0,6,2014
2686,36,4,15,3,27.0,6,2014
2687,37,3,4,10,21.0,6,2014
2688,38,9,16,8,19.0,6,2014
2689,39,5,8,3,3.0,6,2014
2690,40,7,12,3,27.0,6,2014
2691,41,3,8,4,10.0,6,2014
2692,42,6,1,7,15.0,6,2014
2693,43,1,8,6,6.0,6,2014
2694,44,1,5,8,28.0,6,2014
2695,45,3,13,10,26.0,6,2014
2696,46,9,7,9,24.0,6,2014
2697,47,3,2,4,31.0,6,2014
2698,48,9,13,7,15.0,6,2014
2699,49,9,5,9,8.0,6,2014
2700,50,4,11,9,18.0,6,2014
2701,1,2,11,5,14.0,7,2014
2702,2,8,7,10,4.0,7,2014
2703,3,9,11,6,14.0,7,2014
2704,4,8,10,8,31.0,7,2014
2705,5,9,10,3,3.0,7,2014
2706,6,4,13,5,6.0,7,2014
2707,7,6,9,5,6.0,7,2014
2708,8,5,10,8,19.0,7,2014
2709,9,4,7,9,30.0,7,2014
2710,10,1,3,3,28.0,7,2014
2711,11,5,3,10,14.0,7,2014
2712,12,6,12,9,5.0,7,2014
2713,13,2,9,5,8.0,7,2014
2714,14,6,16,3,26.0,7,2014
2715,15,7,11,5,13.0,7,2014
2716,16,9,15,10,25.0,7,2014
2717,17,2,8,9,30.0,7,2014
2718,18,8,2,9,31.0,7,2014
2719,19,4,10,3,18.0,7,2014
2720,20,9,2,6,2.0,7,2014
2721,21,4,13,8,14.0,7,2014
2722,22,9,9,4,23.0,7,2014
2723,23,3,7,3,24.0,7,2014
2724,24,2,12,9,9.0,7,2014
2725,25,1,8,3,19.0,7,2014
2726,26,6,3,8,10.0,7,2014
2727,27,6,1,7,3.0,7,2014
2728,28,7,10,7,21.0,7,2014
2729,29,7,14,7,10.0,7,2014
2730,30,9,3,3,12.0,7,2014
2731,31,8,9,4,31.0,7,2014
2732,32,4,4,10,7.0,7,2014
2733,33,5,13,4,27.0,7,2014
2734,34,2,11,4,21.0,7,2014
2735,35,2,13,7,7.0,7,2014
2736,36,4,15,8,22.0,7,2014
2737,37,3,4,9,9.0,7,2014
2738,38,9,16,3,10.0,7,2014
2739,39,5,8,8,27.0,7,2014
2740,40,7,12,4,20.0,7,2014
2741,41,3,8,9,15.0,7,2014
2742,42,6,1,9,8.0,7,2014
2743,43,1,8,4,20.0,7,2014
2744,44,1,5,10,13.0,7,2014
2745,45,3,13,7,27.0,7,2014
2746,46,9,7,5,13.0,7,2014
2747,47,3,2,6,11.0,7,2014
2748,48,9,13,8,24.0,7,2014
2749,49,9,5,5,4.0,7,2014
2750,50,4,11,9,14.0,7,2014
2751,1,2,11,3,30.0,8,2014
2752,2,8,7,7,6.0,8,2014
2753,3,9,11,4,25.0,8,2014
2754,4,8,10,10,31.0,8,2014
2755,5,9,10,9,5.0,8,2014
2756,6,4,13,10,16.0,8,2014
2757,7,6,9,10,20.0,8,2014
2758,8,5,10,6,22.0,8,2014
2759,9,4,7,7,28.0,8,2014
2760,10,1,3,3,3.0,8,2014
2761,11,5,3,8,29.0,8,2014
2762,12,6,12,9,3.0,8,2014
2763,13,2,9,7,28.0,8,2014
2764,14,6,16,4,7.0,8,2014
2765,15,7,11,8,6.0,8,2014
2766,16,9,15,7,10.0,8,2014
2767,17,2,8,10,10.0,8,2014
2768,18,8,2,9,25.0,8,2014
2769,19,4,10,6,2.0,8,2014
2770,20,9,2,3,25.0,8,2014
2771,21,4,13,3,22.0,8,2014
2772,22,9,9,5,13.0,8,2014
2773,23,3,7,5,5.0,8,2014
2774,24,2,12,8,6.0,8,2014
2775,25,1,8,4,19.0,8,2014
2776,26,6,3,5,25.0,8,2014
2777,27,6,1,6,16.0,8,2014
2778,28,7,10,10,14.0,8,2014
2779,29,7,14,8,5.0,8,2014
2780,30,9,3,7,3.0,8,2014
2781,31,8,9,4,6.0,8,2014
2782,32,4,4,5,19.0,8,2014
2783,33,5,13,3,29.0,8,2014
2784,34,2,11,8,19.0,8,2014
2785,35,2,13,6,24.0,8,2014
2786,36,4,15,5,16.0,8,2014
2787,37,3,4,5,28.0,8,2014
2788,38,9,16,8,26.0,8,2014
2789,39,5,8,8,26.0,8,2014
2790,40,7,12,6,11.0,8,2014
2791,41,3,8,6,20.0,8,2014
2792,42,6,1,3,21.0,8,2014
2793,43,1,8,6,2.0,8,2014
2794,44,1,5,7,4.0,8,2014
2795,45,3,13,8,27.0,8,2014
2796,46,9,7,3,26.0,8,2014
2797,47,3,2,7,14.0,8,2014
2798,48,9,13,6,15.0,8,2014
2799,49,9,5,8,7.0,8,2014
2800,50,4,11,3,6.0,8,2014
2801,1,2,11,5,16.0,9,2014
2802,2,8,7,3,3.0,9,2014
2803,3,9,11,8,11.0,9,2014
2804,4,8,10,9,4.0,9,2014
2805,5,9,10,9,8.0,9,2014
2806,6,4,13,9,25.0,9,2014
2807,7,6,9,5,2.0,9,2014
2808,8,5,10,7,2.0,9,2014
2809,9,4,7,9,27.0,9,2014
2810,10,1,3,4,29.0,9,2014
2811,11,5,3,5,30.0,9,2014
2812,12,6,12,10,5.0,9,2014
2813,13,2,9,8,12.0,9,2014
2814,14,6,16,5,5.0,9,2014
2815,15,7,11,5,8.0,9,2014
2816,16,9,15,4,14.0,9,2014
2817,17,2,8,4,3.0,9,2014
2818,18,8,2,6,18.0,9,2014
2819,19,4,10,10,18.0,9,2014
2820,20,9,2,6,6.0,9,2014
2821,21,4,13,7,23.0,9,2014
2822,22,9,9,8,30.0,9,2014
2823,23,3,7,4,2.0,9,2014
2824,24,2,12,3,28.0,9,2014
2825,25,1,8,10,22.0,9,2014
2826,26,6,3,5,20.0,9,2014
2827,27,6,1,4,13.0,9,2014
2828,28,7,10,7,16.0,9,2014
2829,29,7,14,10,26.0,9,2014
2830,30,9,3,10,7.0,9,2014
2831,31,8,9,9,23.0,9,2014
2832,32,4,4,8,30.0,9,2014
2833,33,5,13,9,2.0,9,2014
2834,34,2,11,4,12.0,9,2014
2835,35,2,13,10,3.0,9,2014
2836,36,4,15,6,4.0,9,2014
2837,37,3,4,8,23.0,9,2014
2838,38,9,16,3,29.0,9,2014
2839,39,5,8,3,2.0,9,2014
2840,40,7,12,5,6.0,9,2014
2841,41,3,8,3,15.0,9,2014
2842,42,6,1,10,12.0,9,2014
2843,43,1,8,10,17.0,9,2014
2844,44,1,5,9,16.0,9,2014
2845,45,3,13,3,26.0,9,2014
2846,46,9,7,6,28.0,9,2014
2847,47,3,2,9,13.0,9,2014
2848,48,9,13,4,24.0,9,2014
2849,49,9,5,9,9.0,9,2014
2850,50,4,11,7,6.0,9,2014
2851,1,2,11,8,11.0,10,2014
2852,2,8,7,3,19.0,10,2014
2853,3,9,11,6,14.0,10,2014
2854,4,8,10,7,16.0,10,2014
2855,5,9,10,3,23.0,10,2014
2856,6,4,13,4,4.0,10,2014
2857,7,6,9,7,27.0,10,2014
2858,8,5,10,3,11.0,10,2014
2859,9,4,7,10,12.0,10,2014
2860,10,1,3,8,19.0,10,2014
2861,11,5,3,10,19.0,10,2014
2862,12,6,12,5,2.0,10,2014
2863,13,2,9,10,22.0,10,2014
2864,14,6,16,5,14.0,10,2014
2865,15,7,11,5,26.0,10,2014
2866,16,9,15,10,22.0,10,2014
2867,17,2,8,7,10.0,10,2014
2868,18,8,2,7,15.0,10,2014
2869,19,4,10,6,14.0,10,2014
2870,20,9,2,10,29.0,10,2014
2871,21,4,13,6,31.0,10,2014
2872,22,9,9,5,29.0,10,2014
2873,23,3,7,5,18.0,10,2014
2874,24,2,12,8,23.0,10,2014
2875,25,1,8,8,19.0,10,2014
2876,26,6,3,9,14.0,10,2014
2877,27,6,1,9,28.0,10,2014
2878,28,7,10,3,26.0,10,2014
2879,29,7,14,7,30.0,10,2014
2880,30,9,3,5,30.0,10,2014
2881,31,8,9,8,9.0,10,2014
2882,32,4,4,3,6.0,10,2014
2883,33,5,13,9,7.0,10,2014
2884,34,2,11,6,11.0,10,2014
2885,35,2,13,10,2.0,10,2014
2886,36,4,15,8,10.0,10,2014
2887,37,3,4,10,9.0,10,2014
2888,38,9,16,9,2.0,10,2014
2889,39,5,8,5,29.0,10,2014
2890,40,7,12,9,28.0,10,2014
2891,41,3,8,3,2.0,10,2014
2892,42,6,1,7,3.0,10,2014
2893,43,1,8,10,23.0,10,2014
2894,44,1,5,7,31.0,10,2014
2895,45,3,13,7,2.0,10,2014
2896,46,9,7,7,4.0,10,2014
2897,47,3,2,5,8.0,10,2014
2898,48,9,13,4,11.0,10,2014
2899,49,9,5,8,22.0,10,2014
2900,50,4,11,6,29.0,10,2014
2901,1,2,11,3,12.0,11,2014
2902,2,8,7,3,4.0,11,2014
2903,3,9,11,4,28.0,11,2014
2904,4,8,10,6,5.0,11,2014
2905,5,9,10,8,30.0,11,2014
2906,6,4,13,9,15.0,11,2014
2907,7,6,9,4,25.0,11,2014
2908,8,5,10,6,13.0,11,2014
2909,9,4,7,5,10.0,11,2014
2910,10,1,3,6,26.0,11,2014
2911,11,5,3,7,22.0,11,2014
2912,12,6,12,5,18.0,11,2014
2913,13,2,9,10,30.0,11,2014
2914,14,6,16,7,28.0,11,2014
2915,15,7,11,3,5.0,11,2014
2916,16,9,15,7,28.0,11,2014
2917,17,2,8,6,19.0,11,2014
2918,18,8,2,9,31.0,11,2014
2919,19,4,10,6,17.0,11,2014
2920,20,9,2,10,13.0,11,2014
2921,21,4,13,3,19.0,11,2014
2922,22,9,9,5,9.0,11,2014
2923,23,3,7,9,7.0,11,2014
2924,24,2,12,4,26.0,11,2014
2925,25,1,8,4,23.0,11,2014
2926,26,6,3,4,12.0,11,2014
2927,27,6,1,10,5.0,11,2014
2928,28,7,10,9,8.0,11,2014
2929,29,7,14,9,17.0,11,2014
2930,30,9,3,7,10.0,11,2014
2931,31,8,9,5,24.0,11,2014
2932,32,4,4,7,17.0,11,2014
2933,33,5,13,6,28.0,11,2014
2934,34,2,11,10,28.0,11,2014
2935,35,2,13,9,24.0,11,2014
2936,36,4,15,7,25.0,11,2014
2937,37,3,4,10,10.0,11,2014
2938,38,9,16,3,21.0,11,2014
2939,39,5,8,7,15.0,11,2014
2940,40,7,12,9,22.0,11,2014
2941,41,3,8,4,10.0,11,2014
2942,42,6,1,3,18.0,11,2014
2943,43,1,8,10,29.0,11,2014
2944,44,1,5,7,4.0,11,2014
2945,45,3,13,10,28.0,11,2014
2946,46,9,7,4,30.0,11,2014
2947,47,3,2,3,30.0,11,2014
2948,48,9,13,9,22.0,11,2014
2949,49,9,5,7,14.0,11,2014
2950,50,4,11,5,9.0,11,2014
2951,1,2,11,8,25.0,12,2014
2952,2,8,7,9,15.0,12,2014
2953,3,9,11,10,24.0,12,2014
2954,4,8,10,4,31.0,12,2014
2955,5,9,10,5,22.0,12,2014
2956,6,4,13,7,17.0,12,2014
2957,7,6,9,9,25.0,12,2014
2958,8,5,10,4,25.0,12,2014
2959,9,4,7,5,2.0,12,2014
2960,10,1,3,10,17.0,12,2014
2961,11,5,3,4,25.0,12,2014
2962,12,6,12,10,9.0,12,2014
2963,13,2,9,6,21.0,12,2014
2964,14,6,16,4,23.0,12,2014
2965,15,7,11,8,13.0,12,2014
2966,16,9,15,3,9.0,12,2014
2967,17,2,8,6,14.0,12,2014
2968,18,8,2,9,7.0,12,2014
2969,19,4,10,8,25.0,12,2014
2970,20,9,2,3,27.0,12,2014
2971,21,4,13,7,28.0,12,2014
2972,22,9,9,5,22.0,12,2014
2973,23,3,7,7,9.0,12,2014
2974,24,2,12,10,16.0,12,2014
2975,25,1,8,9,26.0,12,2014
2976,26,6,3,6,30.0,12,2014
2977,27,6,1,8,23.0,12,2014
2978,28,7,10,5,16.0,12,2014
2979,29,7,14,3,11.0,12,2014
2980,30,9,3,5,13.0,12,2014
2981,31,8,9,10,20.0,12,2014
2982,32,4,4,7,19.0,12,2014
2983,33,5,13,3,3.0,12,2014
2984,34,2,11,8,20.0,12,2014
2985,35,2,13,4,27.0,12,2014
2986,36,4,15,10,27.0,12,2014
2987,37,3,4,8,10.0,12,2014
2988,38,9,16,4,26.0,12,2014
2989,39,5,8,3,31.0,12,2014
2990,40,7,12,7,6.0,12,2014
2991,41,3,8,9,5.0,12,2014
2992,42,6,1,9,29.0,12,2014
2993,43,1,8,3,2.0,12,2014
2994,44,1,5,6,11.0,12,2014
2995,45,3,13,6,20.0,12,2014
2996,46,9,7,6,18.0,12,2014
2997,47,3,2,8,8.0,12,2014
2998,48,9,13,10,4.0,12,2014
2999,49,9,5,5,4.0,12,2014
3000,50,4,11,8,20.0,12,2014
3001,1,2,11,5,29.0,1,2015
3002,2,8,7,10,3.0,1,2015
3003,3,9,11,4,18.0,1,2015
3004,4,8,10,6,8.0,1,2015
3005,5,9,10,4,28.0,1,2015
3006,6,4,13,4,11.0,1,2015
3007,7,6,9,6,16.0,1,2015
3008,8,5,10,5,16.0,1,2015
3009,9,4,7,10,3.0,1,2015
3010,10,1,3,8,7.0,1,2015
3011,11,5,3,3,2.0,1,2015
3012,12,6,12,10,23.0,1,2015
3013,13,2,9,10,4.0,1,2015
3014,14,6,16,9,12.0,1,2015
3015,15,7,11,7,15.0,1,2015
3016,16,9,15,3,20.0,1,2015
3017,17,2,8,6,15.0,1,2015
3018,18,8,2,4,12.0,1,2015
3019,19,4,10,6,8.0,1,2015
3020,20,9,2,9,14.0,1,2015
3021,21,4,13,4,30.0,1,2015
3022,22,9,9,6,13.0,1,2015
3023,23,3,7,5,30.0,1,2015
3024,24,2,12,8,31.0,1,2015
3025,25,1,8,8,23.0,1,2015
3026,26,6,3,9,9.0,1,2015
3027,27,6,1,9,30.0,1,2015
3028,28,7,10,6,20.0,1,2015
3029,29,7,14,5,8.0,1,2015
3030,30,9,3,6,19.0,1,2015
3031,31,8,9,4,16.0,1,2015
3032,32,4,4,10,20.0,1,2015
3033,33,5,13,7,16.0,1,2015
3034,34,2,11,5,31.0,1,2015
3035,35,2,13,4,22.0,1,2015
3036,36,4,15,9,9.0,1,2015
3037,37,3,4,8,19.0,1,2015
3038,38,9,16,7,27.0,1,2015
3039,39,5,8,4,8.0,1,2015
3040,40,7,12,10,22.0,1,2015
3041,41,3,8,3,6.0,1,2015
3042,42,6,1,4,6.0,1,2015
3043,43,1,8,3,10.0,1,2015
3044,44,1,5,3,8.0,1,2015
3045,45,3,13,7,7.0,1,2015
3046,46,9,7,8,24.0,1,2015
3047,47,3,2,3,27.0,1,2015
3048,48,9,13,9,23.0,1,2015
3049,49,9,5,10,30.0,1,2015
3050,50,4,11,9,12.0,1,2015
3051,1,2,11,7,11.0,2,2015
3052,2,8,7,8,4.0,2,2015
3053,3,9,11,3,14.0,2,2015
3054,4,8,10,8,5.0,2,2015
3055,5,9,10,7,20.0,2,2015
3056,6,4,13,10,26.0,2,2015
3057,7,6,9,10,24.0,2,2015
3058,8,5,10,9,3.0,2,2015
3059,9,4,7,9,26.0,2,2015
3060,10,1,3,8,16.0,2,2015
3061,11,5,3,5,22.0,2,2015
3062,12,6,12,3,22.0,2,2015
3063,13,2,9,6,27.0,2,2015
3064,14,6,16,5,7.0,2,2015
3065,15,7,11,6,12.0,2,2015
3066,16,9,15,10,3.0,2,2015
3067,17,2,8,10,17.0,2,2015
3068,18,8,2,9,23.0,2,2015
3069,19,4,10,8,7.0,2,2015
3070,20,9,2,10,21.0,2,2015
3071,21,4,13,4,29.0,2,2015
3072,22,9,9,3,3.0,2,2015
3073,23,3,7,3,23.0,2,2015
3074,24,2,12,6,25.0,2,2015
3075,25,1,8,6,31.0,2,2015
3076,26,6,3,7,10.0,2,2015
3077,27,6,1,7,10.0,2,2015
3078,28,7,10,10,30.0,2,2015
3079,29,7,14,3,29.0,2,2015
3080,30,9,3,10,20.0,2,2015
3081,31,8,9,6,17.0,2,2015
3082,32,4,4,3,15.0,2,2015
3083,33,5,13,9,10.0,2,2015
3084,34,2,11,9,12.0,2,2015
3085,35,2,13,7,7.0,2,2015
3086,36,4,15,8,19.0,2,2015
3087,37,3,4,10,18.0,2,2015
3088,38,9,16,3,26.0,2,2015
3089,39,5,8,6,5.0,2,2015
3090,40,7,12,7,8.0,2,2015
3091,41,3,8,6,7.0,2,2015
3092,42,6,1,6,7.0,2,2015
3093,43,1,8,7,26.0,2,2015
3094,44,1,5,4,4.0,2,2015
3095,45,3,13,5,25.0,2,2015
3096,46,9,7,5,17.0,2,2015
3097,47,3,2,7,22.0,2,2015
3098,48,9,13,6,28.0,2,2015
3099,49,9,5,6,2.0,2,2015
3100,50,4,11,6,20.0,2,2015
3101,1,2,11,4,9.0,3,2015
3102,2,8,7,5,30.0,3,2015
3103,3,9,11,4,23.0,3,2015
3104,4,8,10,9,9.0,3,2015
3105,5,9,10,8,29.0,3,2015
3106,6,4,13,10,14.0,3,2015
3107,7,6,9,6,23.0,3,2015
3108,8,5,10,4,8.0,3,2015
3109,9,4,7,9,6.0,3,2015
3110,10,1,3,10,18.0,3,2015
3111,11,5,3,3,29.0,3,2015
3112,12,6,12,9,30.0,3,2015
3113,13,2,9,5,19.0,3,2015
3114,14,6,16,7,17.0,3,2015
3115,15,7,11,6,27.0,3,2015
3116,16,9,15,6,6.0,3,2015
3117,17,2,8,9,25.0,3,2015
3118,18,8,2,6,17.0,3,2015
3119,19,4,10,7,25.0,3,2015
3120,20,9,2,4,8.0,3,2015
3121,21,4,13,8,21.0,3,2015
3122,22,9,9,3,11.0,3,2015
3123,23,3,7,5,31.0,3,2015
3124,24,2,12,7,12.0,3,2015
3125,25,1,8,10,4.0,3,2015
3126,26,6,3,4,19.0,3,2015
3127,27,6,1,9,22.0,3,2015
3128,28,7,10,9,29.0,3,2015
3129,29,7,14,5,26.0,3,2015
3130,30,9,3,4,4.0,3,2015
3131,31,8,9,4,30.0,3,2015
3132,32,4,4,3,12.0,3,2015
3133,33,5,13,6,14.0,3,2015
3134,34,2,11,9,5.0,3,2015
3135,35,2,13,6,26.0,3,2015
3136,36,4,15,3,29.0,3,2015
3137,37,3,4,5,7.0,3,2015
3138,38,9,16,8,4.0,3,2015
3139,39,5,8,9,13.0,3,2015
3140,40,7,12,8,29.0,3,2015
3141,41,3,8,10,13.0,3,2015
3142,42,6,1,7,7.0,3,2015
3143,43,1,8,8,15.0,3,2015
3144,44,1,5,4,26.0,3,2015
3145,45,3,13,7,23.0,3,2015
3146,46,9,7,7,27.0,3,2015
3147,47,3,2,5,5.0,3,2015
3148,48,9,13,5,11.0,3,2015
3149,49,9,5,7,17.0,3,2015
3150,50,4,11,7,18.0,3,2015
3151,1,2,11,6,13.0,4,2015
3152,2,8,7,4,19.0,4,2015
3153,3,9,11,6,14.0,4,2015
3154,4,8,10,7,4.0,4,2015
3155,5,9,10,8,21.0,4,2015
3156,6,4,13,4,11.0,4,2015
3157,7,6,9,6,2.0,4,2015
3158,8,5,10,4,2.0,4,2015
3159,9,4,7,3,18.0,4,2015
3160,10,1,3,7,16.0,4,2015
3161,11,5,3,5,9.0,4,2015
3162,12,6,12,5,9.0,4,2015
3163,13,2,9,7,14.0,4,2015
3164,14,6,16,4,22.0,4,2015
3165,15,7,11,7,26.0,4,2015
3166,16,9,15,5,18.0,4,2015
3167,17,2,8,5,29.0,4,2015
3168,18,8,2,6,30.0,4,2015
3169,19,4,10,10,22.0,4,2015
3170,20,9,2,3,27.0,4,2015
3171,21,4,13,8,16.0,4,2015
3172,22,9,9,4,31.0,4,2015
3173,23,3,7,5,22.0,4,2015
3174,24,2,12,9,26.0,4,2015
3175,25,1,8,8,3.0,4,2015
3176,26,6,3,9,4.0,4,2015
3177,27,6,1,4,17.0,4,2015
3178,28,7,10,5,10.0,4,2015
3179,29,7,14,5,11.0,4,2015
3180,30,9,3,5,15.0,4,2015
3181,31,8,9,7,10.0,4,2015
3182,32,4,4,8,22.0,4,2015
3183,33,5,13,5,22.0,4,2015
3184,34,2,11,5,17.0,4,2015
3185,35,2,13,9,13.0,4,2015
3186,36,4,15,6,27.0,4,2015
3187,37,3,4,7,13.0,4,2015
3188,38,9,16,6,20.0,4,2015
3189,39,5,8,4,2.0,4,2015
3190,40,7,12,9,29.0,4,2015
3191,41,3,8,9,11.0,4,2015
3192,42,6,1,6,28.0,4,2015
3193,43,1,8,6,18.0,4,2015
3194,44,1,5,9,29.0,4,2015
3195,45,3,13,7,9.0,4,2015
3196,46,9,7,9,13.0,4,2015
3197,47,3,2,6,30.0,4,2015
3198,48,9,13,10,16.0,4,2015
3199,49,9,5,6,7.0,4,2015
3200,50,4,11,4,29.0,4,2015
3201,1,2,11,7,28.0,5,2015
3202,2,8,7,10,24.0,5,2015
3203,3,9,11,6,25.0,5,2015
3204,4,8,10,5,8.0,5,2015
3205,5,9,10,7,2.0,5,2015
3206,6,4,13,5,30.0,5,2015
3207,7,6,9,8,25.0,5,2015
3208,8,5,10,8,20.0,5,2015
3209,9,4,7,8,8.0,5,2015
3210,10,1,3,3,17.0,5,2015
3211,11,5,3,4,9.0,5,2015
3212,12,6,12,8,4.0,5,2015
3213,13,2,9,10,23.0,5,2015
3214,14,6,16,9,28.0,5,2015
3215,15,7,11,10,31.0,5,2015
3216,16,9,15,4,23.0,5,2015
3217,17,2,8,6,24.0,5,2015
3218,18,8,2,7,16.0,5,2015
3219,19,4,10,3,8.0,5,2015
3220,20,9,2,9,18.0,5,2015
3221,21,4,13,6,8.0,5,2015
3222,22,9,9,5,22.0,5,2015
3223,23,3,7,8,21.0,5,2015
3224,24,2,12,3,21.0,5,2015
3225,25,1,8,7,20.0,5,2015
3226,26,6,3,3,19.0,5,2015
3227,27,6,1,9,2.0,5,2015
3228,28,7,10,7,23.0,5,2015
3229,29,7,14,4,15.0,5,2015
3230,30,9,3,4,11.0,5,2015
3231,31,8,9,7,31.0,5,2015
3232,32,4,4,7,28.0,5,2015
3233,33,5,13,8,27.0,5,2015
3234,34,2,11,10,5.0,5,2015
3235,35,2,13,6,31.0,5,2015
3236,36,4,15,9,6.0,5,2015
3237,37,3,4,6,31.0,5,2015
3238,38,9,16,7,23.0,5,2015
3239,39,5,8,6,19.0,5,2015
3240,40,7,12,9,12.0,5,2015
3241,41,3,8,3,29.0,5,2015
3242,42,6,1,9,20.0,5,2015
3243,43,1,8,5,18.0,5,2015
3244,44,1,5,7,24.0,5,2015
3245,45,3,13,3,10.0,5,2015
3246,46,9,7,8,30.0,5,2015
3247,47,3,2,10,13.0,5,2015
3248,48,9,13,7,30.0,5,2015
3249,49,9,5,9,4.0,5,2015
3250,50,4,11,10,24.0,5,2015
3251,1,2,11,10,7.0,6,2015
3252,2,8,7,7,30.0,6,2015
3253,3,9,11,10,26.0,6,2015
3254,4,8,10,7,2.0,6,2015
3255,5,9,10,7,28.0,6,2015
3256,6,4,13,3,11.0,6,2015
3257,7,6,9,7,19.0,6,2015
3258,8,5,10,8,25.0,6,2015
3259,9,4,7,3,22.0,6,2015
3260,10,1,3,8,19.0,6,2015
3261,11,5,3,7,3.0,6,2015
3262,12,6,12,7,20.0,6,2015
3263,13,2,9,8,5.0,6,2015
3264,14,6,16,5,6.0,6,2015
3265,15,7,11,7,10.0,6,2015
3266,16,9,15,9,19.0,6,2015
3267,17,2,8,3,16.0,6,2015
3268,18,8,2,10,30.0,6,2015
3269,19,4,10,7,19.0,6,2015
3270,20,9,2,6,5.0,6,2015
3271,21,4,13,5,24.0,6,2015
3272,22,9,9,3,12.0,6,2015
3273,23,3,7,3,26.0,6,2015
3274,24,2,12,4,14.0,6,2015
3275,25,1,8,3,3.0,6,2015
3276,26,6,3,8,24.0,6,2015
3277,27,6,1,6,8.0,6,2015
3278,28,7,10,7,4.0,6,2015
3279,29,7,14,4,28.0,6,2015
3280,30,9,3,7,24.0,6,2015
3281,31,8,9,4,9.0,6,2015
3282,32,4,4,5,22.0,6,2015
3283,33,5,13,5,12.0,6,2015
3284,34,2,11,5,15.0,6,2015
3285,35,2,13,8,29.0,6,2015
3286,36,4,15,7,16.0,6,2015
3287,37,3,4,7,15.0,6,2015
3288,38,9,16,5,24.0,6,2015
3289,39,5,8,9,31.0,6,2015
3290,40,7,12,6,10.0,6,2015
3291,41,3,8,9,12.0,6,2015
3292,42,6,1,10,23.0,6,2015
3293,43,1,8,3,4.0,6,2015
3294,44,1,5,10,7.0,6,2015
3295,45,3,13,4,13.0,6,2015
3296,46,9,7,9,15.0,6,2015
3297,47,3,2,8,17.0,6,2015
3298,48,9,13,6,16.0,6,2015
3299,49,9,5,8,18.0,6,2015
3300,50,4,11,3,9.0,6,2015
3301,1,2,11,5,11.0,7,2015
3302,2,8,7,6,15.0,7,2015
3303,3,9,11,4,31.0,7,2015
3304,4,8,10,4,10.0,7,2015
3305,5,9,10,4,11.0,7,2015
3306,6,4,13,9,25.0,7,2015
3307,7,6,9,6,30.0,7,2015
3308,8,5,10,9,11.0,7,2015
3309,9,4,7,6,24.0,7,2015
3310,10,1,3,8,14.0,7,2015
3311,11,5,3,7,15.0,7,2015
3312,12,6,12,4,20.0,7,2015
3313,13,2,9,5,24.0,7,2015
3314,14,6,16,9,8.0,7,2015
3315,15,7,11,4,15.0,7,2015
3316,16,9,15,6,6.0,7,2015
3317,17,2,8,6,29.0,7,2015
3318,18,8,2,7,30.0,7,2015
3319,19,4,10,4,22.0,7,2015
3320,20,9,2,8,13.0,7,2015
3321,21,4,13,4,23.0,7,2015
3322,22,9,9,8,18.0,7,2015
3323,23,3,7,5,2.0,7,2015
